"file";"ID";"N";"M";"SD";"r";"method";"result"
"N288_M2_SD3_r0.1_Z1X6F8B9";"Z1X6F8B9";288;2;3;0.1;"k-plus";"3, 3, 1, 3, 1, 2, 2, 1, 3, 3, 1, 2, 1, 1, 1, 3, 1, 2, 2, 2, 3, 1, 2, 2, 3, 3, 1, 2, 2, 1, 1, 2, 1, 2, 3, 3, 1, 3, 1, 3, 1, 3, 3, 3, 1, 2, 2, 1, 2, 2, 3, 2, 1, 2, 3, 1, 1, 3, 3, 2, 2, 2, 1, 3, 2, 2, 2, 3, 2, 1, 3, 2, 1, 1, 3, 2, 2, 1, 3, 2, 2, 1, 3, 2, 3, 1, 1, 3, 1, 3, 3, 3, 3, 1, 2, 3, 3, 3, 3, 2, 1, 2, 3, 2, 1, 1, 2, 2, 2, 3, 2, 3, 1, 3, 1, 3, 1, 2, 2, 2, 3, 1, 1, 2, 1, 3, 3, 1, 1, 2, 2, 3, 1, 3, 2, 3, 2, 1, 3, 2, 2, 2, 3, 3, 3, 2, 1, 1, 2, 2, 3, 2, 3, 2, 2, 3, 2, 1, 2, 2, 2, 3, 1, 1, 1, 3, 3, 2, 1, 2, 3, 1, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 1, 1, 3, 3, 1, 3, 2, 2, 1, 1, 2, 3, 3, 3, 2, 3, 3, 2, 2, 1, 3, 2, 2, 2, 1, 2, 1, 3, 2, 2, 3, 1, 1, 2, 3, 2, 1, 2, 1, 2, 3, 3, 3, 3, 3, 1, 3, 1, 2, 2, 3, 3, 1, 1, 3, 2, 1, 2, 1, 2, 1, 2, 3, 1, 3, 1, 2, 3, 3, 2, 1, 1, 1, 2, 1, 3, 1, 3, 2, 1, 1, 1, 3, 2, 1, 3, 3, 3, 1, 3, 1, 3, 2, 1, 2, 2, 1, 3, 3, 1, 1, 3, 1, 3"
"N288_M2_SD3_r0.1_Z1X6F8B9";"Z1X6F8B9";288;2;3;0.1;"k-plus-skew-kurtosis";"1, 2, 3, 3, 2, 2, 1, 3, 2, 3, 1, 3, 2, 2, 3, 2, 3, 2, 2, 1, 3, 3, 2, 2, 3, 2, 1, 2, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 3, 2, 1, 3, 3, 3, 2, 2, 3, 1, 3, 1, 1, 1, 3, 2, 2, 1, 1, 1, 3, 3, 2, 1, 1, 3, 3, 2, 1, 3, 2, 2, 3, 1, 3, 1, 3, 1, 3, 2, 1, 2, 2, 3, 2, 2, 1, 1, 2, 1, 1, 2, 1, 3, 1, 3, 1, 3, 3, 1, 1, 1, 2, 1, 3, 1, 1, 3, 3, 1, 2, 2, 2, 2, 3, 2, 2, 3, 2, 3, 3, 3, 2, 2, 2, 1, 1, 3, 3, 2, 3, 2, 1, 3, 2, 3, 1, 1, 1, 1, 2, 2, 3, 2, 1, 3, 1, 2, 2, 1, 3, 3, 3, 1, 1, 2, 1, 3, 2, 3, 3, 3, 2, 2, 3, 3, 1, 1, 1, 3, 3, 2, 1, 1, 1, 2, 3, 2, 2, 2, 1, 2, 2, 1, 1, 2, 3, 2, 2, 3, 1, 3, 1, 2, 3, 3, 1, 3, 3, 3, 3, 1, 2, 1, 3, 2, 1, 3, 3, 1, 2, 1, 3, 1, 1, 3, 3, 3, 2, 2, 3, 1, 1, 1, 3, 1, 1, 2, 1, 2, 1, 3, 1, 3, 1, 2, 1, 1, 3, 2, 2, 1, 2, 1, 1, 1, 1, 2, 2, 2, 3, 2, 2, 1, 1, 1, 1, 3, 1, 2, 3, 3, 3, 1, 1, 2, 3, 1, 2, 3, 3, 3, 1, 1, 1, 2, 2, 2, 3, 3, 2, 1, 3, 2, 1, 2, 3"
"N288_M2_SD3_r0.1_Z1X6F8B9";"Z1X6F8B9";288;2;3;0.1;"k-plus-correlation";"2, 1, 1, 3, 2, 3, 1, 2, 1, 3, 3, 1, 2, 2, 3, 2, 1, 2, 3, 2, 1, 1, 2, 3, 3, 1, 2, 2, 2, 1, 1, 3, 2, 1, 2, 3, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 3, 1, 2, 1, 1, 2, 2, 3, 2, 3, 2, 2, 3, 1, 2, 3, 3, 3, 1, 1, 1, 3, 3, 2, 3, 3, 3, 2, 3, 2, 2, 2, 2, 1, 1, 3, 3, 1, 3, 3, 2, 1, 3, 1, 1, 1, 1, 2, 2, 3, 2, 3, 3, 1, 3, 1, 1, 1, 2, 3, 1, 3, 2, 1, 3, 3, 2, 2, 3, 3, 1, 3, 1, 2, 1, 2, 1, 3, 3, 3, 1, 3, 2, 1, 1, 2, 2, 1, 1, 2, 3, 1, 2, 2, 3, 3, 1, 2, 1, 1, 2, 3, 2, 3, 2, 3, 2, 2, 1, 3, 3, 2, 2, 3, 1, 3, 3, 1, 2, 2, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 3, 1, 1, 2, 2, 2, 1, 2, 2, 3, 3, 1, 1, 1, 1, 3, 3, 3, 2, 3, 1, 3, 3, 2, 1, 2, 2, 1, 1, 1, 2, 1, 3, 2, 3, 2, 1, 2, 3, 1, 1, 2, 2, 3, 3, 2, 1, 3, 3, 3, 2, 3, 2, 2, 1, 2, 2, 1, 3, 1, 2, 2, 3, 2, 3, 3, 2, 1, 3, 3, 1, 3, 1, 2, 1, 3, 2, 3, 3, 1, 2, 3, 3, 2, 2, 1, 3, 1, 1, 2, 3, 1, 2, 1, 2, 3, 1, 1, 3, 3, 1, 3, 1, 3, 2, 2, 3, 1, 3, 2, 3"
"N288_M2_SD3_r0.1_Z1X6F8B9";"Z1X6F8B9";288;2;3;0.1;"random";"3, 3, 3, 3, 1, 2, 1, 2, 2, 3, 1, 2, 3, 1, 3, 1, 1, 3, 2, 2, 2, 3, 1, 2, 1, 2, 2, 3, 1, 3, 3, 1, 1, 2, 3, 2, 2, 1, 2, 3, 1, 1, 3, 2, 2, 1, 2, 1, 1, 2, 2, 1, 1, 3, 3, 2, 1, 3, 3, 1, 3, 3, 3, 2, 1, 3, 3, 1, 3, 1, 2, 1, 1, 1, 3, 3, 2, 1, 1, 1, 1, 3, 2, 3, 1, 1, 3, 2, 3, 2, 2, 1, 1, 1, 3, 2, 1, 3, 1, 2, 1, 3, 2, 3, 2, 1, 3, 2, 1, 1, 1, 3, 3, 2, 2, 3, 2, 1, 1, 3, 1, 1, 3, 3, 1, 3, 3, 3, 2, 1, 1, 2, 2, 2, 3, 3, 2, 3, 1, 2, 2, 3, 3, 3, 2, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 3, 1, 3, 3, 3, 2, 2, 2, 2, 1, 1, 2, 2, 2, 1, 1, 2, 2, 2, 1, 3, 1, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 1, 3, 3, 2, 3, 3, 1, 2, 3, 2, 2, 2, 3, 1, 3, 2, 2, 2, 2, 3, 3, 1, 2, 3, 1, 2, 3, 3, 1, 1, 2, 1, 1, 2, 1, 3, 2, 2, 3, 1, 3, 3, 2, 1, 1, 3, 1, 2, 2, 3, 2, 2, 3, 3, 2, 1, 3, 2, 3, 2, 3, 3, 2, 1, 3, 2, 1, 2, 1, 1, 2, 2, 2, 1, 2, 3, 3, 1, 3, 3, 2, 3, 2, 2, 1, 3, 2, 2, 2, 2, 1, 3, 3, 2, 2, 1, 1"
"N156_M4_SD1_r0.2_G2L4W5H0";"G2L4W5H0";156;4;1;0.2;"diversity";"3, 3, 2, 2, 2, 2, 1, 3, 1, 1, 3, 3, 1, 1, 3, 3, 1, 1, 3, 1, 2, 1, 3, 2, 3, 2, 1, 1, 2, 1, 1, 1, 2, 2, 3, 2, 2, 3, 3, 1, 1, 3, 1, 2, 3, 3, 1, 2, 1, 2, 1, 2, 1, 3, 3, 3, 2, 1, 3, 2, 1, 3, 2, 3, 3, 1, 3, 3, 1, 1, 2, 2, 3, 1, 3, 2, 2, 1, 3, 1, 3, 3, 3, 2, 3, 2, 2, 3, 1, 3, 1, 2, 2, 1, 1, 1, 1, 2, 3, 3, 3, 1, 2, 1, 2, 2, 2, 2, 2, 3, 3, 1, 1, 2, 3, 2, 1, 1, 2, 2, 2, 1, 2, 3, 3, 2, 2, 3, 1, 1, 2, 3, 1, 3, 3, 1, 2, 1, 1, 3, 3, 1, 1, 2, 1, 2, 3, 2, 2, 2, 2, 3, 3, 3, 1, 2"
"N156_M4_SD1_r0.2_G2L4W5H0";"G2L4W5H0";156;4;1;0.2;"k-means";"1, 2, 2, 3, 3, 3, 2, 1, 3, 2, 3, 2, 3, 3, 1, 2, 1, 1, 2, 1, 3, 3, 2, 3, 1, 1, 2, 1, 2, 2, 1, 1, 3, 3, 1, 3, 3, 2, 2, 2, 2, 3, 1, 1, 2, 1, 1, 1, 2, 3, 1, 3, 1, 2, 2, 3, 3, 2, 3, 2, 3, 1, 2, 2, 2, 2, 1, 2, 1, 1, 3, 2, 2, 1, 2, 2, 1, 3, 3, 2, 2, 1, 3, 3, 2, 2, 1, 1, 2, 3, 3, 3, 1, 3, 1, 2, 2, 2, 2, 2, 2, 3, 3, 1, 1, 3, 1, 1, 3, 1, 3, 1, 3, 1, 2, 3, 3, 1, 1, 2, 2, 1, 3, 2, 1, 3, 1, 2, 1, 2, 3, 3, 2, 2, 3, 3, 2, 1, 3, 3, 3, 1, 1, 3, 2, 3, 1, 1, 1, 2, 1, 1, 3, 3, 1, 3"
"N156_M4_SD1_r0.2_G2L4W5H0";"G2L4W5H0";156;4;1;0.2;"k-plus";"3, 3, 2, 3, 1, 2, 1, 2, 1, 1, 2, 3, 2, 3, 1, 1, 1, 3, 1, 2, 3, 1, 1, 2, 2, 2, 3, 2, 3, 1, 2, 3, 1, 3, 3, 2, 2, 3, 3, 2, 3, 2, 3, 1, 2, 1, 2, 1, 2, 3, 3, 1, 3, 2, 1, 3, 3, 2, 1, 2, 3, 3, 1, 3, 1, 1, 2, 1, 1, 2, 1, 1, 1, 3, 2, 2, 3, 1, 2, 2, 3, 3, 1, 2, 3, 1, 2, 2, 1, 1, 1, 1, 3, 1, 3, 2, 1, 2, 2, 3, 3, 3, 3, 3, 3, 2, 2, 2, 3, 2, 2, 1, 2, 2, 2, 1, 1, 3, 1, 1, 3, 2, 2, 1, 3, 2, 1, 1, 1, 1, 2, 1, 2, 3, 1, 3, 3, 2, 3, 1, 2, 2, 3, 2, 1, 1, 1, 1, 3, 3, 3, 2, 3, 2, 3, 3"
"N156_M4_SD1_r0.2_G2L4W5H0";"G2L4W5H0";156;4;1;0.2;"k-plus-skew-kurtosis";"1, 1, 2, 3, 2, 1, 1, 1, 3, 2, 3, 1, 1, 3, 2, 1, 1, 1, 2, 3, 3, 1, 2, 1, 1, 1, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 2, 1, 2, 3, 3, 2, 3, 1, 1, 3, 3, 1, 2, 3, 2, 2, 2, 3, 3, 1, 3, 2, 3, 3, 1, 1, 1, 3, 2, 2, 3, 3, 3, 1, 1, 2, 1, 2, 2, 3, 3, 1, 3, 1, 3, 1, 3, 1, 2, 1, 2, 2, 2, 3, 1, 2, 1, 3, 3, 2, 1, 3, 1, 2, 1, 1, 2, 1, 2, 3, 3, 2, 3, 2, 2, 3, 1, 3, 3, 1, 1, 2, 2, 2, 3, 3, 2, 2, 1, 1, 2, 2, 1, 1, 3, 2, 3, 3, 3, 1, 1, 2, 2, 1, 3, 2, 1, 2, 3, 3, 2, 2, 2, 2, 1, 3, 3, 2, 2, 3"
"N156_M4_SD1_r0.2_G2L4W5H0";"G2L4W5H0";156;4;1;0.2;"k-plus-correlation";"2, 2, 2, 2, 2, 2, 3, 3, 2, 3, 2, 1, 3, 2, 2, 1, 3, 1, 3, 1, 3, 1, 1, 2, 3, 1, 1, 2, 2, 2, 1, 3, 3, 1, 1, 3, 2, 1, 2, 2, 3, 1, 2, 3, 3, 1, 3, 1, 2, 3, 1, 1, 1, 2, 1, 1, 2, 1, 3, 1, 3, 2, 2, 3, 1, 3, 3, 3, 2, 3, 3, 2, 3, 3, 1, 3, 3, 2, 2, 3, 2, 1, 3, 3, 1, 1, 3, 1, 1, 3, 2, 2, 1, 2, 2, 1, 2, 1, 2, 3, 2, 3, 1, 3, 1, 2, 1, 1, 3, 2, 2, 2, 3, 1, 1, 3, 3, 3, 1, 1, 2, 3, 1, 3, 3, 2, 3, 3, 1, 3, 1, 1, 2, 2, 2, 1, 2, 3, 2, 3, 1, 2, 1, 2, 3, 3, 1, 2, 1, 1, 1, 1, 3, 2, 2, 2"
"N156_M4_SD1_r0.2_G2L4W5H0";"G2L4W5H0";156;4;1;0.2;"random";"3, 1, 3, 3, 3, 2, 3, 1, 2, 1, 2, 1, 1, 1, 1, 1, 3, 2, 2, 3, 3, 3, 1, 2, 3, 3, 2, 3, 2, 1, 1, 3, 3, 3, 1, 1, 3, 2, 3, 2, 1, 3, 1, 3, 2, 3, 3, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 3, 3, 3, 1, 1, 1, 1, 2, 3, 3, 3, 2, 1, 1, 1, 2, 3, 2, 3, 3, 1, 2, 2, 2, 2, 1, 2, 3, 1, 3, 2, 3, 2, 3, 3, 1, 3, 2, 2, 3, 1, 2, 1, 2, 2, 3, 2, 1, 2, 2, 1, 2, 1, 2, 2, 3, 2, 1, 1, 1, 3, 1, 2, 2, 3, 2, 1, 2, 1, 1, 3, 3, 2, 2, 2, 2, 3, 1, 3, 3, 1, 3, 2, 2, 3, 1, 2, 3, 3, 3, 2, 3, 2, 1, 1, 2, 1, 1"
"N120_M2_SD3_r0.5_L7N3K9M8";"L7N3K9M8";120;2;3;0.5;"diversity";"3, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 1, 3, 1, 2, 1, 2, 3, 2, 3, 1, 2, 3, 3, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 2, 2, 1, 2, 1, 2, 3, 3, 3, 3, 2, 1, 2, 2, 3, 1, 2, 1, 3, 3, 2, 1, 3, 2, 1, 2, 2, 3, 1, 2, 1, 2, 1, 3, 3, 3, 1, 2, 2, 1, 3, 3, 1, 3, 3, 3, 1, 2, 2, 2, 2, 2, 3, 3, 3, 1, 2, 2, 1, 1, 3, 2, 2, 1, 2, 3, 2, 2, 1, 2, 1, 1, 3, 3, 2, 3, 1, 3, 3, 2"
"N120_M2_SD3_r0.5_L7N3K9M8";"L7N3K9M8";120;2;3;0.5;"k-means";"1, 1, 3, 2, 2, 2, 1, 3, 2, 1, 2, 1, 2, 2, 3, 3, 1, 3, 1, 1, 3, 3, 1, 3, 3, 1, 1, 3, 1, 3, 2, 3, 2, 2, 1, 2, 1, 1, 1, 3, 2, 2, 3, 1, 2, 3, 2, 2, 3, 1, 3, 2, 2, 2, 1, 3, 3, 2, 2, 1, 3, 2, 3, 3, 2, 2, 2, 1, 2, 3, 1, 1, 3, 1, 3, 1, 3, 3, 3, 3, 1, 2, 3, 3, 1, 1, 2, 2, 2, 2, 1, 1, 3, 2, 1, 3, 1, 2, 1, 3, 2, 3, 2, 3, 1, 3, 1, 2, 2, 3, 1, 3, 3, 1, 1, 1, 2, 2, 1, 2"
"N120_M2_SD3_r0.5_L7N3K9M8";"L7N3K9M8";120;2;3;0.5;"k-plus";"1, 2, 3, 1, 1, 2, 2, 1, 3, 1, 3, 2, 1, 1, 1, 2, 1, 3, 2, 2, 1, 1, 2, 3, 1, 1, 1, 3, 3, 2, 2, 1, 2, 1, 1, 3, 3, 1, 2, 2, 2, 2, 1, 2, 3, 3, 3, 1, 1, 2, 2, 1, 3, 3, 3, 2, 3, 3, 3, 3, 1, 1, 2, 1, 2, 2, 1, 2, 2, 2, 3, 2, 3, 3, 1, 1, 3, 2, 3, 2, 1, 3, 3, 3, 3, 3, 1, 1, 2, 3, 2, 2, 2, 3, 2, 3, 1, 1, 2, 1, 1, 3, 2, 2, 1, 2, 1, 3, 3, 1, 2, 3, 3, 3, 1, 3, 1, 2, 2, 3"
"N120_M2_SD3_r0.5_L7N3K9M8";"L7N3K9M8";120;2;3;0.5;"k-plus-skew-kurtosis";"1, 3, 3, 2, 2, 1, 3, 3, 2, 2, 2, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 1, 3, 1, 2, 2, 2, 3, 3, 3, 3, 2, 3, 1, 3, 2, 3, 3, 2, 1, 1, 2, 1, 2, 1, 1, 3, 1, 1, 2, 2, 1, 2, 1, 2, 1, 2, 3, 1, 1, 2, 2, 3, 1, 3, 3, 1, 2, 1, 2, 3, 2, 3, 2, 3, 1, 1, 1, 2, 2, 1, 3, 3, 3, 2, 3, 1, 2, 3, 2, 3, 2, 2, 1, 3, 1, 3, 2, 1, 1, 2, 2, 3, 1, 1, 3, 1, 2, 3, 2, 3, 1, 1, 3, 1, 3, 1, 1, 2, 3"
"N120_M2_SD3_r0.5_L7N3K9M8";"L7N3K9M8";120;2;3;0.5;"k-plus-correlation";"3, 2, 2, 3, 1, 1, 2, 2, 2, 2, 1, 2, 3, 3, 2, 1, 3, 3, 2, 2, 1, 1, 2, 1, 3, 1, 3, 1, 2, 1, 3, 3, 2, 1, 2, 2, 3, 2, 1, 2, 1, 1, 2, 1, 3, 2, 2, 2, 3, 1, 2, 3, 1, 2, 2, 3, 2, 1, 2, 1, 3, 3, 1, 1, 2, 2, 3, 2, 1, 3, 1, 1, 3, 3, 3, 1, 3, 2, 1, 2, 1, 3, 1, 2, 3, 3, 1, 1, 3, 1, 1, 1, 2, 1, 3, 3, 2, 3, 1, 3, 2, 1, 1, 3, 3, 2, 1, 2, 2, 1, 2, 1, 3, 3, 3, 2, 3, 3, 3, 3"
"N120_M2_SD3_r0.5_L7N3K9M8";"L7N3K9M8";120;2;3;0.5;"random";"2, 2, 2, 1, 1, 2, 3, 2, 2, 1, 2, 3, 1, 2, 3, 3, 3, 1, 3, 2, 3, 3, 2, 1, 1, 1, 3, 3, 1, 1, 1, 1, 3, 3, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 3, 1, 3, 2, 3, 3, 1, 3, 2, 2, 3, 1, 3, 1, 2, 2, 3, 2, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 3, 3, 1, 2, 1, 1, 3, 3, 2, 2, 3, 2, 3, 2, 2, 1, 1, 2, 1, 3, 3, 1, 1, 1, 1, 1, 3, 2, 3, 3, 3, 1, 1, 3, 3, 3, 1, 1, 1, 2, 3, 2, 3, 3, 3, 1, 1, 3"
"N72_M5_SD2_r0.5_Y7C5T6F2";"Y7C5T6F2";72;5;2;0.5;"diversity";"3, 1, 2, 2, 3, 2, 2, 1, 1, 1, 3, 1, 1, 2, 3, 1, 3, 1, 3, 1, 2, 1, 2, 2, 1, 2, 1, 2, 3, 2, 2, 1, 3, 1, 3, 2, 3, 3, 2, 3, 3, 3, 3, 1, 3, 2, 2, 2, 1, 1, 3, 1, 2, 2, 1, 3, 3, 1, 2, 3, 2, 2, 1, 1, 3, 1, 3, 2, 1, 2, 3, 3"
"N72_M5_SD2_r0.5_Y7C5T6F2";"Y7C5T6F2";72;5;2;0.5;"k-means";"2, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 3, 3, 2, 3, 2, 2, 3, 1, 2, 2, 1, 2, 1, 3, 1, 1, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 2, 1, 3, 3, 2, 2, 2, 1, 2, 1, 3, 2, 3, 1, 3, 3, 1, 3, 3, 1, 3, 1, 1, 2, 1, 1, 3, 2, 1, 2, 2, 1, 1"
"N72_M5_SD2_r0.5_Y7C5T6F2";"Y7C5T6F2";72;5;2;0.5;"k-plus";"3, 3, 1, 2, 3, 3, 1, 2, 3, 1, 2, 1, 2, 1, 1, 1, 1, 3, 3, 1, 3, 1, 3, 1, 2, 3, 2, 2, 3, 1, 3, 2, 3, 1, 2, 2, 1, 2, 3, 3, 2, 2, 1, 1, 1, 2, 2, 3, 2, 2, 3, 3, 2, 1, 3, 3, 2, 1, 3, 1, 1, 3, 3, 2, 3, 2, 2, 2, 1, 1, 1, 2"
"N72_M5_SD2_r0.5_Y7C5T6F2";"Y7C5T6F2";72;5;2;0.5;"k-plus-skew-kurtosis";"3, 1, 1, 1, 2, 1, 3, 2, 1, 2, 1, 3, 2, 3, 3, 2, 1, 2, 2, 1, 2, 1, 3, 3, 2, 2, 3, 1, 2, 2, 3, 3, 2, 1, 2, 3, 1, 1, 1, 1, 3, 2, 3, 2, 1, 2, 3, 1, 3, 3, 2, 1, 3, 3, 1, 1, 3, 3, 2, 1, 1, 2, 3, 2, 1, 3, 3, 3, 2, 1, 2, 2"
"N72_M5_SD2_r0.5_Y7C5T6F2";"Y7C5T6F2";72;5;2;0.5;"k-plus-correlation";"1, 1, 2, 3, 3, 2, 3, 1, 2, 2, 1, 2, 1, 2, 1, 2, 3, 3, 1, 2, 3, 1, 3, 3, 2, 2, 1, 3, 1, 2, 2, 1, 1, 2, 3, 2, 3, 2, 3, 3, 3, 3, 1, 3, 3, 2, 1, 1, 1, 1, 3, 1, 1, 2, 1, 3, 3, 1, 1, 2, 2, 3, 3, 3, 2, 2, 2, 3, 1, 2, 1, 2"
"N72_M5_SD2_r0.5_Y7C5T6F2";"Y7C5T6F2";72;5;2;0.5;"random";"3, 1, 1, 1, 2, 3, 3, 2, 3, 2, 2, 2, 2, 2, 2, 1, 3, 1, 3, 3, 2, 2, 1, 2, 3, 1, 2, 1, 3, 2, 1, 3, 1, 3, 2, 1, 3, 2, 2, 3, 1, 3, 3, 2, 3, 3, 1, 2, 1, 3, 3, 1, 2, 1, 1, 3, 1, 2, 1, 2, 1, 2, 1, 3, 3, 3, 3, 1, 2, 1, 2, 1"
"N84_M5_SD2_r0.2_Z2D9I4X1";"Z2D9I4X1";84;5;2;0.2;"diversity";"3, 3, 2, 1, 3, 2, 2, 3, 2, 3, 2, 1, 3, 3, 1, 2, 1, 3, 1, 3, 1, 2, 1, 2, 2, 2, 1, 2, 2, 1, 2, 1, 3, 2, 1, 2, 2, 3, 2, 1, 2, 1, 3, 2, 3, 1, 3, 1, 3, 3, 3, 2, 3, 3, 3, 3, 1, 3, 3, 3, 1, 2, 1, 1, 3, 1, 1, 2, 3, 2, 3, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 3"
"N84_M5_SD2_r0.2_Z2D9I4X1";"Z2D9I4X1";84;5;2;0.2;"k-means";"3, 3, 2, 3, 2, 3, 1, 2, 3, 2, 1, 2, 1, 3, 2, 2, 1, 3, 3, 3, 2, 3, 2, 2, 2, 1, 2, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 3, 2, 3, 1, 3, 3, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 1, 1, 3, 1, 1, 2, 3, 2, 1, 1, 3, 3, 2, 1, 3, 3, 1"
"N84_M5_SD2_r0.2_Z2D9I4X1";"Z2D9I4X1";84;5;2;0.2;"k-plus";"1, 2, 2, 3, 1, 2, 1, 2, 1, 1, 2, 3, 1, 1, 1, 2, 1, 2, 1, 1, 2, 3, 3, 2, 3, 1, 1, 3, 1, 2, 2, 2, 1, 3, 1, 2, 3, 3, 2, 3, 2, 1, 1, 2, 2, 2, 1, 3, 1, 2, 2, 3, 1, 1, 3, 1, 3, 2, 2, 2, 3, 3, 3, 3, 3, 3, 2, 3, 2, 1, 3, 3, 2, 3, 3, 1, 1, 2, 1, 2, 3, 3, 1, 3"
"N84_M5_SD2_r0.2_Z2D9I4X1";"Z2D9I4X1";84;5;2;0.2;"k-plus-skew-kurtosis";"3, 2, 3, 2, 3, 1, 1, 1, 3, 2, 2, 3, 2, 1, 2, 3, 2, 2, 1, 2, 2, 2, 3, 3, 1, 3, 3, 3, 1, 1, 3, 2, 1, 2, 3, 1, 2, 2, 3, 3, 1, 3, 1, 3, 2, 3, 1, 1, 1, 2, 1, 1, 2, 3, 2, 1, 3, 3, 2, 2, 1, 1, 3, 2, 3, 2, 2, 3, 2, 1, 2, 1, 3, 2, 2, 3, 1, 1, 1, 3, 3, 1, 1, 1"
"N84_M5_SD2_r0.2_Z2D9I4X1";"Z2D9I4X1";84;5;2;0.2;"k-plus-correlation";"3, 3, 2, 2, 3, 1, 2, 3, 1, 3, 2, 1, 2, 2, 3, 1, 1, 1, 1, 2, 2, 2, 3, 3, 2, 3, 2, 1, 2, 3, 3, 1, 1, 2, 1, 3, 2, 3, 3, 3, 3, 1, 3, 2, 3, 3, 1, 1, 2, 1, 2, 2, 3, 2, 3, 1, 3, 3, 3, 2, 1, 1, 2, 2, 2, 1, 3, 3, 2, 3, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 3, 1, 1"
"N84_M5_SD2_r0.2_Z2D9I4X1";"Z2D9I4X1";84;5;2;0.2;"random";"2, 3, 3, 3, 1, 2, 3, 3, 1, 1, 2, 2, 3, 1, 2, 3, 1, 1, 3, 2, 2, 2, 3, 2, 1, 3, 3, 2, 3, 3, 1, 1, 3, 2, 1, 1, 1, 2, 3, 1, 3, 3, 2, 2, 3, 2, 2, 1, 2, 1, 2, 1, 3, 2, 3, 2, 1, 1, 2, 1, 1, 2, 3, 1, 1, 3, 3, 2, 2, 3, 3, 1, 1, 2, 3, 1, 1, 3, 1, 2, 2, 2, 1, 3"
"N36_M3_SD1_r0_U6F7Q1K8";"U6F7Q1K8";36;3;1;0;"diversity";"1, 1, 1, 3, 3, 3, 3, 1, 1, 2, 3, 2, 1, 1, 3, 2, 1, 1, 2, 3, 3, 3, 1, 2, 3, 2, 3, 2, 1, 2, 1, 2, 2, 2, 2, 3"
"N36_M3_SD1_r0_U6F7Q1K8";"U6F7Q1K8";36;3;1;0;"k-means";"2, 3, 2, 1, 3, 1, 1, 1, 2, 3, 3, 3, 1, 3, 1, 2, 1, 3, 1, 2, 2, 3, 2, 3, 2, 2, 3, 1, 2, 1, 3, 1, 2, 2, 1, 3"
"N36_M3_SD1_r0_U6F7Q1K8";"U6F7Q1K8";36;3;1;0;"k-plus";"1, 2, 2, 1, 1, 3, 2, 1, 1, 1, 2, 3, 1, 1, 3, 2, 3, 2, 3, 3, 1, 1, 2, 3, 2, 2, 3, 3, 2, 3, 1, 2, 3, 2, 3, 1"
"N36_M3_SD1_r0_U6F7Q1K8";"U6F7Q1K8";36;3;1;0;"k-plus-skew-kurtosis";"2, 2, 3, 1, 1, 3, 3, 1, 1, 2, 3, 1, 1, 3, 1, 2, 3, 2, 1, 2, 1, 1, 2, 2, 1, 3, 2, 3, 2, 3, 3, 3, 3, 2, 1, 2"
"N36_M3_SD1_r0_U6F7Q1K8";"U6F7Q1K8";36;3;1;0;"k-plus-correlation";"3, 2, 1, 3, 3, 3, 2, 3, 3, 1, 3, 1, 2, 3, 1, 1, 2, 2, 1, 2, 3, 1, 2, 2, 2, 1, 1, 2, 3, 1, 2, 3, 1, 1, 2, 3"
"N36_M3_SD1_r0_U6F7Q1K8";"U6F7Q1K8";36;3;1;0;"random";"1, 3, 1, 1, 1, 3, 1, 2, 3, 2, 3, 1, 2, 2, 2, 2, 1, 3, 1, 1, 2, 3, 1, 2, 3, 2, 1, 1, 2, 2, 3, 3, 3, 3, 3, 2"
