"file";"ID";"N";"M";"SD";"method";"result"
"N252_M5_SD1_r0.5_A0N5Z9C6";"A0N5Z9C6";"252";"5";0.5;"k-means";"4, 4, 2, 3, 1, 1, 1, 4, 2, 2, 1, 3, 4, 1, 3, 2, 3, 2, 2, 1, 4, 2, 1, 2, 4, 1, 2, 1, 1, 2, 2, 4, 1, 2, 1, 1, 2, 1, 2, 1, 1, 3, 4, 2, 4, 4, 3, 4, 3, 1, 3, 2, 2, 1, 3, 2, 2, 4, 2, 1, 3, 1, 3, 4, 3, 1, 2, 3, 3, 4, 3, 3, 3, 2, 4, 3, 2, 2, 2, 1, 4, 1, 4, 2, 3, 3, 1, 1, 2, 2, 1, 4, 3, 2, 3, 3, 4, 4, 2, 2, 3, 4, 3, 4, 1, 3, 1, 1, 1, 4, 2, 3, 4, 4, 3, 4, 1, 4, 2, 4, 2, 2, 1, 2, 2, 1, 3, 4, 1, 4, 4, 1, 2, 3, 4, 1, 3, 1, 2, 4, 2, 3, 4, 2, 3, 3, 1, 3, 2, 2, 4, 1, 2, 1, 1, 2, 3, 1, 3, 4, 2, 2, 1, 3, 1, 1, 1, 3, 2, 4, 4, 4, 1, 3, 3, 1, 4, 3, 1, 3, 4, 2, 1, 4, 1, 4, 1, 4, 1, 2, 3, 1, 3, 3, 3, 2, 4, 1, 3, 1, 4, 1, 4, 2, 1, 1, 2, 3, 4, 3, 4, 4, 3, 3, 3, 1, 2, 2, 3, 3, 4, 3, 2, 2, 3, 4, 4, 3, 1, 3, 4, 1, 4, 4, 4, 3, 4, 2, 4, 4, 2, 3, 2, 2, 2, 4, 2, 4, 1, 3, 3, 4"
"N252_M5_SD1_r0.5_A0N5Z9C6";"A0N5Z9C6";"252";"5";0.5;"kplus";"2, 4, 4, 4, 1, 2, 1, 2, 1, 2, 2, 4, 4, 1, 2, 3, 4, 2, 3, 2, 3, 4, 2, 4, 4, 2, 1, 3, 1, 4, 2, 2, 4, 2, 4, 3, 1, 4, 1, 3, 1, 2, 2, 4, 1, 4, 3, 2, 3, 3, 1, 3, 4, 4, 1, 1, 1, 3, 1, 3, 1, 2, 2, 2, 2, 3, 4, 2, 2, 3, 3, 3, 3, 1, 3, 2, 1, 1, 3, 2, 4, 3, 1, 2, 1, 1, 1, 2, 3, 3, 4, 3, 4, 1, 3, 3, 2, 2, 3, 1, 2, 2, 2, 3, 3, 4, 2, 3, 4, 1, 3, 2, 1, 2, 4, 1, 1, 1, 1, 1, 3, 4, 4, 3, 2, 4, 3, 4, 2, 3, 1, 3, 1, 1, 4, 1, 1, 2, 3, 1, 4, 1, 2, 1, 4, 2, 4, 3, 2, 2, 1, 4, 4, 4, 4, 4, 1, 2, 4, 3, 4, 4, 4, 2, 1, 4, 2, 3, 4, 1, 2, 2, 4, 4, 3, 3, 3, 3, 3, 2, 2, 4, 2, 4, 1, 2, 3, 3, 2, 3, 4, 2, 1, 4, 4, 3, 1, 1, 1, 2, 1, 2, 4, 4, 1, 2, 3, 4, 2, 1, 2, 2, 3, 1, 3, 4, 4, 3, 4, 1, 1, 4, 2, 2, 3, 3, 3, 3, 4, 3, 2, 1, 4, 1, 1, 3, 1, 4, 1, 2, 2, 1, 3, 3, 3, 4, 3, 3, 1, 4, 4, 1"
"N252_M5_SD1_r0.5_A0N5Z9C6";"A0N5Z9C6";"252";"5";0.5;"kplus-skew-kurtosis";"1, 4, 1, 3, 1, 3, 1, 4, 3, 4, 1, 3, 2, 2, 2, 1, 2, 3, 2, 4, 3, 3, 4, 2, 1, 3, 2, 3, 4, 4, 3, 2, 4, 4, 1, 1, 1, 3, 4, 2, 1, 4, 1, 2, 1, 4, 2, 1, 2, 4, 4, 4, 2, 4, 3, 2, 2, 2, 1, 4, 3, 3, 3, 2, 4, 4, 1, 2, 1, 2, 2, 2, 3, 2, 3, 3, 2, 1, 2, 2, 1, 1, 3, 3, 3, 1, 3, 3, 4, 3, 1, 1, 4, 2, 1, 2, 3, 3, 4, 2, 1, 3, 4, 3, 4, 1, 4, 4, 2, 3, 4, 1, 3, 3, 3, 4, 1, 1, 4, 2, 3, 4, 1, 1, 2, 4, 1, 2, 4, 4, 4, 2, 2, 3, 3, 1, 2, 2, 3, 2, 1, 4, 1, 1, 2, 2, 2, 1, 3, 3, 4, 2, 1, 4, 1, 4, 3, 4, 3, 4, 3, 3, 4, 1, 2, 4, 2, 2, 3, 4, 2, 4, 4, 1, 2, 3, 2, 1, 1, 4, 2, 2, 2, 4, 4, 2, 3, 3, 2, 3, 1, 3, 3, 4, 1, 1, 3, 2, 2, 2, 1, 3, 4, 4, 2, 3, 3, 4, 4, 1, 4, 4, 3, 4, 1, 1, 3, 4, 2, 3, 1, 1, 4, 4, 1, 4, 1, 4, 3, 2, 2, 2, 1, 2, 2, 3, 2, 1, 4, 1, 3, 1, 1, 3, 3, 1, 3, 1, 3, 1, 4, 1"
"N252_M5_SD1_r0.5_A0N5Z9C6";"A0N5Z9C6";"252";"5";0.5;"kplus-correlation";"3, 1, 3, 3, 2, 4, 2, 2, 1, 2, 4, 4, 3, 1, 1, 1, 3, 2, 4, 1, 2, 3, 1, 3, 4, 2, 4, 1, 2, 2, 4, 4, 4, 3, 3, 3, 1, 4, 3, 4, 1, 1, 2, 4, 3, 4, 3, 4, 4, 3, 1, 3, 4, 3, 3, 2, 4, 2, 2, 1, 3, 1, 4, 2, 4, 3, 1, 4, 4, 2, 4, 4, 4, 3, 1, 4, 2, 2, 4, 4, 4, 3, 1, 2, 2, 1, 1, 2, 3, 2, 2, 3, 2, 4, 1, 4, 1, 4, 4, 3, 1, 3, 3, 3, 1, 4, 2, 1, 2, 4, 2, 1, 4, 1, 2, 3, 1, 2, 1, 2, 1, 4, 1, 3, 3, 4, 3, 3, 4, 3, 2, 2, 3, 1, 4, 2, 3, 4, 2, 2, 2, 4, 2, 3, 2, 3, 1, 1, 4, 1, 1, 3, 3, 1, 1, 4, 2, 3, 4, 3, 4, 3, 1, 4, 3, 4, 4, 2, 2, 3, 2, 3, 1, 2, 2, 3, 2, 2, 3, 2, 3, 2, 3, 2, 2, 2, 2, 1, 1, 2, 3, 4, 1, 4, 3, 1, 3, 4, 1, 2, 3, 1, 2, 1, 2, 1, 4, 2, 1, 2, 4, 2, 1, 2, 3, 4, 4, 4, 3, 4, 1, 3, 3, 3, 1, 1, 3, 2, 1, 3, 2, 1, 3, 3, 1, 4, 2, 4, 1, 1, 1, 4, 1, 2, 1, 3, 4, 1, 4, 1, 4, 1"
"N252_M5_SD1_r0.5_A0N5Z9C6";"A0N5Z9C6";"252";"5";0.5;"random";"3, 3, 2, 3, 1, 3, 1, 1, 4, 3, 2, 3, 1, 3, 1, 1, 2, 1, 2, 4, 1, 1, 3, 1, 1, 1, 4, 4, 2, 1, 2, 2, 1, 1, 2, 1, 3, 2, 2, 4, 1, 4, 3, 3, 3, 1, 4, 2, 4, 4, 1, 1, 4, 1, 3, 2, 4, 4, 3, 4, 2, 2, 2, 1, 1, 4, 4, 3, 3, 4, 4, 2, 3, 3, 4, 2, 4, 1, 4, 4, 3, 1, 3, 1, 2, 3, 1, 4, 1, 1, 4, 1, 4, 2, 4, 3, 4, 3, 3, 4, 3, 2, 3, 2, 2, 4, 1, 3, 3, 3, 2, 1, 3, 2, 1, 1, 2, 2, 3, 3, 1, 3, 4, 4, 4, 1, 3, 2, 4, 4, 4, 2, 4, 3, 2, 2, 3, 4, 2, 4, 2, 3, 2, 2, 1, 4, 1, 4, 2, 1, 3, 2, 1, 4, 3, 2, 2, 4, 3, 1, 3, 1, 1, 4, 2, 2, 1, 4, 1, 1, 2, 4, 2, 3, 1, 2, 2, 3, 1, 4, 3, 3, 2, 4, 3, 4, 2, 1, 3, 1, 4, 4, 3, 1, 3, 2, 1, 4, 2, 2, 1, 3, 2, 1, 3, 2, 4, 4, 1, 2, 3, 3, 4, 3, 1, 2, 3, 4, 2, 2, 4, 2, 2, 3, 3, 1, 4, 1, 4, 2, 3, 2, 1, 4, 4, 3, 3, 4, 4, 3, 1, 2, 1, 3, 2, 4, 2, 3, 1, 2, 4, 1"
"N252_M5_SD2_r0_H5G7T9I8";"H5G7T9I8";"252";"5";0;"diversity";"4, 2, 4, 4, 4, 3, 1, 2, 3, 4, 3, 3, 4, 3, 2, 3, 2, 3, 1, 1, 1, 1, 1, 4, 3, 1, 1, 3, 1, 1, 2, 3, 2, 2, 2, 3, 3, 4, 1, 4, 1, 2, 1, 3, 2, 1, 4, 2, 4, 2, 2, 2, 2, 1, 1, 3, 3, 4, 4, 2, 4, 4, 2, 1, 4, 3, 1, 4, 1, 1, 3, 4, 4, 4, 2, 4, 1, 2, 4, 4, 4, 2, 3, 3, 3, 4, 3, 1, 1, 4, 3, 3, 4, 2, 2, 1, 4, 2, 4, 1, 3, 2, 3, 3, 2, 4, 4, 3, 4, 3, 2, 1, 2, 1, 2, 1, 3, 3, 1, 2, 3, 1, 2, 2, 4, 1, 3, 2, 1, 1, 1, 4, 2, 2, 4, 1, 3, 2, 4, 1, 3, 3, 1, 4, 4, 3, 4, 2, 4, 4, 1, 3, 3, 1, 1, 4, 2, 2, 2, 3, 2, 3, 4, 2, 3, 1, 1, 3, 4, 2, 3, 2, 4, 3, 1, 1, 4, 3, 2, 3, 2, 2, 3, 3, 1, 2, 2, 3, 1, 3, 4, 4, 3, 2, 3, 2, 4, 2, 2, 4, 4, 1, 4, 1, 4, 1, 4, 3, 4, 2, 1, 2, 1, 2, 4, 4, 1, 1, 1, 2, 2, 2, 1, 3, 3, 1, 1, 3, 3, 2, 1, 3, 2, 2, 2, 1, 3, 3, 4, 3, 4, 3, 3, 1, 1, 4, 4, 1, 1, 2, 4, 4"
"N252_M5_SD2_r0_H5G7T9I8";"H5G7T9I8";"252";"5";0;"k-means";"3, 4, 4, 4, 3, 4, 3, 4, 1, 1, 2, 3, 3, 3, 4, 3, 4, 2, 1, 3, 4, 4, 3, 4, 2, 1, 4, 3, 4, 1, 3, 3, 3, 1, 2, 1, 3, 2, 4, 4, 2, 2, 1, 4, 1, 2, 1, 1, 1, 4, 2, 3, 1, 2, 3, 4, 4, 2, 3, 3, 2, 2, 4, 2, 3, 2, 4, 4, 3, 3, 1, 4, 3, 1, 3, 1, 2, 1, 2, 4, 1, 1, 3, 3, 1, 3, 1, 3, 4, 4, 4, 2, 1, 1, 2, 2, 1, 2, 4, 1, 2, 4, 2, 1, 1, 3, 4, 2, 1, 4, 2, 2, 2, 4, 3, 3, 1, 1, 4, 3, 2, 3, 4, 4, 3, 3, 2, 4, 2, 1, 1, 2, 3, 3, 4, 4, 1, 3, 1, 2, 4, 3, 4, 2, 2, 3, 1, 2, 4, 1, 4, 2, 1, 4, 4, 1, 2, 2, 4, 1, 3, 1, 1, 3, 2, 4, 1, 1, 1, 2, 3, 4, 1, 2, 3, 2, 1, 4, 3, 3, 3, 3, 1, 1, 2, 1, 2, 4, 4, 1, 4, 2, 4, 1, 3, 3, 3, 1, 2, 3, 1, 3, 2, 4, 1, 1, 2, 4, 2, 2, 1, 4, 2, 4, 1, 2, 2, 1, 3, 3, 3, 3, 2, 4, 3, 2, 2, 2, 2, 3, 3, 3, 4, 4, 2, 2, 1, 4, 1, 1, 3, 4, 3, 2, 1, 4, 3, 2, 2, 4, 1, 4"
"N252_M5_SD2_r0_H5G7T9I8";"H5G7T9I8";"252";"5";0;"kplus";"4, 1, 1, 2, 4, 4, 2, 2, 2, 1, 4, 3, 4, 3, 4, 1, 1, 2, 4, 3, 4, 4, 2, 4, 2, 1, 3, 1, 4, 4, 2, 2, 1, 2, 1, 3, 2, 3, 1, 2, 3, 2, 1, 1, 3, 1, 2, 4, 3, 2, 1, 4, 4, 3, 1, 1, 1, 3, 3, 2, 3, 3, 2, 4, 2, 4, 4, 3, 3, 2, 2, 2, 3, 3, 3, 2, 2, 3, 3, 2, 4, 3, 2, 4, 4, 1, 4, 2, 2, 1, 1, 4, 1, 4, 2, 3, 3, 2, 3, 1, 4, 3, 3, 3, 2, 3, 3, 1, 2, 3, 1, 1, 1, 4, 4, 4, 1, 4, 2, 3, 1, 2, 1, 2, 4, 1, 4, 2, 1, 4, 4, 4, 4, 2, 3, 4, 1, 2, 2, 1, 1, 3, 4, 2, 4, 1, 2, 1, 1, 4, 3, 3, 1, 1, 2, 1, 4, 4, 1, 1, 1, 2, 2, 1, 3, 1, 3, 1, 2, 1, 4, 3, 2, 1, 2, 1, 3, 4, 4, 2, 1, 3, 3, 1, 3, 3, 3, 3, 3, 1, 2, 4, 4, 4, 1, 1, 4, 2, 1, 4, 3, 2, 2, 1, 3, 1, 3, 4, 3, 4, 2, 3, 2, 4, 4, 3, 2, 1, 1, 2, 2, 2, 2, 4, 1, 3, 2, 2, 2, 3, 4, 4, 4, 1, 3, 3, 3, 4, 1, 4, 3, 3, 4, 2, 4, 3, 4, 3, 4, 2, 3, 1"
"N252_M5_SD2_r0_H5G7T9I8";"H5G7T9I8";"252";"5";0;"kplus-skew-kurtosis";"2, 1, 4, 4, 2, 3, 2, 2, 4, 2, 4, 4, 1, 3, 4, 2, 2, 4, 4, 3, 3, 1, 4, 3, 4, 4, 2, 3, 2, 3, 4, 3, 3, 2, 1, 1, 1, 3, 4, 3, 1, 2, 2, 2, 3, 2, 1, 4, 3, 1, 3, 1, 2, 4, 1, 4, 4, 1, 1, 4, 4, 1, 3, 1, 1, 3, 1, 3, 2, 2, 2, 1, 1, 3, 2, 4, 1, 1, 4, 3, 3, 1, 4, 4, 2, 1, 2, 2, 2, 2, 1, 3, 2, 1, 4, 3, 4, 4, 4, 1, 3, 1, 3, 4, 1, 3, 1, 1, 3, 1, 1, 4, 3, 1, 4, 1, 4, 3, 1, 3, 4, 1, 2, 2, 4, 4, 2, 4, 3, 1, 3, 2, 2, 2, 2, 4, 1, 3, 4, 1, 4, 2, 2, 1, 1, 3, 2, 1, 2, 4, 2, 3, 1, 3, 3, 3, 3, 4, 2, 1, 1, 2, 4, 1, 4, 3, 1, 2, 1, 4, 3, 3, 4, 1, 3, 1, 4, 4, 2, 3, 2, 1, 1, 4, 3, 1, 4, 3, 2, 4, 3, 3, 4, 2, 2, 4, 1, 2, 3, 4, 3, 1, 1, 2, 4, 3, 4, 2, 1, 1, 2, 3, 2, 4, 2, 3, 2, 2, 2, 3, 2, 4, 1, 4, 2, 3, 1, 4, 4, 3, 2, 2, 3, 4, 4, 1, 1, 3, 4, 3, 1, 3, 2, 2, 2, 2, 3, 3, 4, 2, 3, 3"
"N252_M5_SD2_r0_H5G7T9I8";"H5G7T9I8";"252";"5";0;"kplus-correlation";"3, 3, 4, 3, 1, 3, 1, 4, 4, 2, 4, 2, 1, 1, 2, 3, 1, 2, 2, 4, 3, 2, 1, 3, 3, 1, 3, 1, 2, 4, 2, 1, 1, 1, 1, 2, 1, 3, 2, 1, 3, 1, 4, 1, 3, 1, 1, 1, 3, 2, 3, 3, 4, 4, 2, 4, 4, 3, 2, 4, 2, 4, 1, 1, 1, 3, 1, 4, 3, 4, 3, 3, 2, 4, 4, 3, 2, 1, 4, 1, 3, 2, 4, 4, 1, 4, 2, 1, 1, 2, 2, 2, 4, 3, 2, 2, 2, 4, 3, 2, 4, 2, 3, 3, 2, 2, 4, 3, 1, 2, 1, 4, 4, 4, 3, 3, 1, 3, 3, 3, 1, 2, 1, 2, 1, 4, 2, 1, 4, 3, 1, 2, 2, 2, 3, 2, 4, 1, 4, 4, 4, 1, 4, 4, 3, 4, 1, 1, 1, 3, 3, 4, 2, 2, 3, 2, 4, 1, 3, 2, 4, 4, 2, 2, 1, 1, 3, 4, 1, 3, 3, 3, 1, 2, 3, 1, 1, 1, 1, 4, 2, 2, 3, 4, 2, 3, 1, 1, 4, 1, 3, 4, 4, 1, 3, 1, 2, 3, 3, 2, 1, 3, 3, 1, 4, 2, 2, 2, 2, 1, 3, 2, 4, 2, 3, 3, 2, 4, 3, 2, 4, 4, 3, 2, 1, 2, 4, 2, 4, 2, 2, 4, 1, 3, 3, 3, 1, 2, 1, 4, 3, 3, 4, 1, 4, 4, 4, 4, 3, 2, 4, 4"
"N252_M5_SD2_r0_H5G7T9I8";"H5G7T9I8";"252";"5";0;"random";"3, 1, 4, 2, 3, 2, 4, 2, 3, 4, 4, 1, 2, 3, 2, 3, 2, 3, 1, 3, 2, 3, 3, 4, 1, 1, 1, 1, 2, 3, 3, 4, 2, 3, 2, 4, 3, 4, 3, 2, 4, 1, 2, 3, 1, 2, 3, 1, 1, 4, 4, 1, 1, 3, 2, 4, 4, 1, 1, 1, 2, 1, 4, 4, 4, 4, 4, 4, 3, 4, 3, 1, 2, 1, 4, 4, 3, 4, 4, 2, 1, 4, 3, 2, 3, 1, 1, 3, 2, 2, 1, 2, 1, 2, 1, 4, 2, 3, 2, 2, 4, 3, 3, 3, 3, 2, 1, 2, 3, 1, 1, 4, 1, 4, 1, 1, 3, 2, 1, 2, 4, 2, 4, 2, 1, 2, 3, 2, 1, 1, 2, 4, 1, 4, 1, 4, 1, 3, 2, 3, 1, 3, 1, 1, 4, 4, 2, 4, 4, 1, 3, 1, 1, 3, 2, 2, 3, 3, 3, 2, 3, 2, 3, 4, 3, 3, 4, 1, 2, 2, 2, 4, 2, 3, 1, 3, 3, 3, 4, 2, 3, 3, 1, 4, 2, 2, 3, 3, 4, 2, 2, 3, 2, 2, 4, 3, 2, 3, 1, 4, 2, 1, 3, 3, 1, 4, 2, 4, 3, 1, 4, 3, 3, 4, 1, 2, 3, 1, 1, 2, 1, 2, 2, 4, 4, 4, 4, 1, 2, 2, 3, 2, 4, 1, 4, 4, 4, 2, 1, 3, 4, 3, 4, 4, 1, 4, 4, 1, 1, 2, 1, 1"
"N252_M5_SD2_r0.2_X3H1S4Z9";"X3H1S4Z9";"252";"5";0.2;"diversity";"3, 3, 4, 2, 4, 1, 1, 4, 2, 2, 1, 3, 4, 4, 3, 2, 2, 4, 2, 4, 1, 2, 2, 3, 2, 1, 1, 3, 1, 1, 1, 4, 4, 1, 3, 1, 2, 4, 4, 2, 1, 2, 1, 4, 3, 4, 2, 3, 1, 2, 4, 4, 4, 2, 2, 4, 3, 4, 3, 2, 4, 1, 2, 4, 3, 1, 1, 3, 3, 4, 2, 3, 2, 4, 3, 1, 2, 1, 1, 3, 4, 3, 3, 1, 2, 2, 2, 4, 2, 3, 4, 4, 2, 1, 4, 4, 1, 2, 3, 3, 2, 4, 3, 2, 1, 1, 2, 1, 4, 3, 3, 2, 4, 3, 4, 2, 3, 2, 3, 2, 2, 1, 1, 4, 4, 3, 4, 4, 3, 3, 2, 1, 1, 1, 2, 2, 3, 3, 1, 1, 3, 3, 3, 3, 2, 3, 4, 1, 1, 3, 3, 1, 1, 3, 1, 4, 3, 4, 3, 2, 1, 4, 2, 2, 1, 3, 4, 4, 4, 4, 2, 2, 4, 3, 3, 1, 1, 4, 3, 3, 3, 4, 3, 1, 3, 2, 4, 3, 2, 2, 3, 4, 2, 2, 4, 4, 3, 2, 4, 3, 1, 4, 1, 2, 1, 3, 1, 2, 1, 2, 4, 1, 3, 4, 4, 2, 4, 1, 2, 4, 1, 4, 1, 2, 1, 3, 3, 1, 4, 1, 3, 1, 1, 2, 1, 1, 2, 2, 3, 1, 1, 2, 2, 1, 4, 4, 3, 4, 3, 2, 2, 1"
"N252_M5_SD2_r0.2_X3H1S4Z9";"X3H1S4Z9";"252";"5";0.2;"k-means";"2, 3, 3, 4, 3, 1, 4, 2, 3, 1, 1, 2, 2, 4, 3, 3, 2, 4, 1, 1, 1, 3, 1, 3, 2, 1, 4, 3, 3, 2, 4, 2, 4, 3, 4, 3, 3, 2, 2, 1, 4, 2, 1, 1, 3, 1, 1, 2, 2, 4, 4, 4, 3, 4, 1, 2, 3, 3, 1, 4, 3, 2, 2, 2, 3, 2, 2, 4, 1, 3, 2, 2, 4, 2, 1, 3, 2, 3, 2, 4, 4, 3, 3, 2, 4, 1, 1, 4, 1, 1, 2, 3, 4, 4, 1, 1, 1, 1, 3, 2, 4, 3, 1, 3, 4, 2, 4, 4, 2, 3, 1, 3, 3, 1, 3, 4, 1, 4, 2, 2, 2, 3, 3, 1, 3, 1, 4, 1, 2, 4, 2, 1, 1, 2, 4, 1, 4, 4, 3, 1, 4, 1, 2, 3, 1, 1, 1, 2, 3, 4, 1, 2, 4, 3, 2, 1, 3, 2, 3, 4, 1, 2, 3, 4, 2, 1, 3, 1, 1, 4, 2, 4, 3, 1, 2, 2, 3, 4, 4, 2, 1, 4, 2, 1, 3, 1, 4, 4, 3, 4, 4, 4, 3, 3, 2, 4, 4, 4, 2, 3, 1, 4, 4, 3, 3, 2, 3, 4, 2, 4, 1, 3, 3, 3, 2, 2, 4, 2, 1, 3, 4, 2, 1, 1, 3, 3, 1, 2, 1, 3, 3, 4, 4, 2, 2, 3, 4, 2, 3, 1, 4, 2, 1, 2, 1, 1, 1, 4, 1, 2, 4, 2"
"N252_M5_SD2_r0.2_X3H1S4Z9";"X3H1S4Z9";"252";"5";0.2;"kplus";"4, 1, 1, 1, 2, 2, 3, 2, 4, 3, 1, 3, 2, 2, 1, 2, 1, 3, 2, 1, 4, 1, 1, 2, 4, 2, 4, 1, 3, 4, 3, 3, 2, 2, 3, 2, 2, 1, 2, 3, 3, 2, 4, 4, 3, 4, 3, 4, 4, 2, 4, 3, 1, 4, 4, 2, 4, 1, 4, 2, 2, 4, 3, 2, 3, 3, 2, 4, 1, 1, 3, 3, 3, 4, 2, 2, 2, 2, 4, 2, 3, 1, 4, 1, 3, 3, 1, 1, 2, 4, 1, 4, 2, 1, 3, 4, 1, 3, 1, 2, 1, 4, 3, 1, 3, 2, 3, 4, 2, 1, 4, 3, 1, 1, 4, 2, 3, 3, 4, 1, 4, 2, 3, 3, 3, 2, 2, 1, 3, 4, 4, 1, 1, 3, 2, 4, 4, 2, 4, 1, 1, 1, 3, 3, 2, 4, 1, 4, 4, 2, 2, 4, 2, 3, 3, 1, 4, 1, 1, 2, 4, 4, 1, 4, 1, 2, 4, 3, 1, 2, 3, 4, 3, 3, 1, 3, 1, 3, 2, 4, 2, 1, 4, 4, 1, 3, 4, 2, 1, 4, 3, 3, 3, 3, 1, 4, 1, 4, 4, 1, 1, 1, 4, 4, 4, 2, 2, 4, 4, 1, 1, 3, 2, 3, 2, 3, 2, 3, 2, 3, 4, 2, 2, 1, 2, 4, 2, 1, 3, 3, 1, 3, 3, 3, 2, 1, 2, 3, 2, 1, 1, 2, 3, 1, 1, 2, 1, 4, 2, 4, 4, 3"
"N252_M5_SD2_r0.2_X3H1S4Z9";"X3H1S4Z9";"252";"5";0.2;"kplus-skew-kurtosis";"2, 2, 4, 3, 2, 4, 2, 1, 2, 2, 4, 2, 1, 1, 3, 4, 1, 4, 1, 3, 2, 2, 3, 4, 3, 2, 4, 2, 4, 1, 3, 2, 3, 3, 4, 3, 3, 4, 4, 1, 4, 3, 4, 2, 3, 2, 4, 3, 1, 4, 3, 4, 2, 3, 3, 4, 2, 1, 4, 4, 2, 3, 4, 3, 3, 3, 2, 1, 4, 4, 3, 4, 3, 4, 1, 1, 3, 1, 2, 4, 3, 4, 1, 2, 4, 4, 3, 4, 4, 1, 3, 1, 4, 1, 2, 2, 1, 2, 2, 4, 3, 3, 4, 2, 2, 1, 1, 2, 1, 4, 2, 1, 3, 2, 1, 3, 2, 3, 1, 3, 1, 4, 3, 4, 1, 3, 1, 1, 4, 2, 2, 3, 4, 4, 1, 2, 4, 2, 4, 3, 4, 2, 2, 1, 2, 4, 2, 4, 2, 3, 1, 2, 1, 4, 2, 4, 3, 3, 3, 3, 1, 1, 1, 2, 4, 2, 1, 3, 1, 1, 2, 2, 2, 2, 2, 3, 4, 2, 3, 4, 4, 2, 2, 1, 4, 2, 4, 1, 4, 1, 3, 2, 1, 3, 1, 1, 2, 1, 3, 4, 3, 3, 2, 4, 1, 3, 3, 1, 3, 3, 2, 3, 1, 2, 3, 1, 4, 1, 4, 1, 3, 3, 4, 4, 2, 1, 3, 1, 2, 1, 1, 1, 2, 4, 2, 3, 3, 4, 4, 2, 1, 1, 1, 2, 1, 3, 3, 4, 3, 1, 1, 1"
"N252_M5_SD2_r0.2_X3H1S4Z9";"X3H1S4Z9";"252";"5";0.2;"kplus-correlation";"3, 2, 3, 1, 2, 1, 4, 1, 2, 2, 4, 4, 1, 4, 2, 4, 2, 4, 2, 2, 4, 3, 2, 3, 4, 3, 2, 3, 3, 3, 1, 1, 2, 3, 3, 3, 1, 2, 3, 3, 3, 1, 3, 4, 2, 4, 4, 1, 3, 4, 2, 1, 3, 1, 2, 1, 2, 1, 1, 1, 4, 4, 1, 3, 1, 3, 4, 2, 1, 4, 2, 2, 1, 2, 3, 4, 4, 1, 3, 4, 4, 1, 3, 4, 1, 2, 4, 4, 1, 3, 1, 2, 1, 1, 2, 3, 2, 4, 4, 4, 1, 1, 2, 3, 4, 2, 3, 4, 1, 3, 1, 1, 3, 3, 1, 1, 2, 2, 3, 3, 3, 3, 4, 4, 4, 1, 4, 1, 1, 2, 1, 4, 3, 3, 2, 1, 4, 1, 1, 1, 3, 1, 4, 1, 4, 3, 1, 1, 1, 2, 3, 4, 2, 4, 4, 4, 3, 2, 2, 2, 3, 4, 3, 2, 1, 2, 3, 3, 3, 4, 4, 4, 1, 4, 2, 4, 2, 2, 1, 3, 2, 2, 2, 3, 2, 1, 2, 3, 3, 2, 1, 1, 2, 3, 3, 1, 4, 1, 3, 3, 4, 2, 2, 4, 2, 2, 3, 2, 1, 1, 1, 3, 4, 1, 4, 3, 4, 2, 2, 4, 4, 1, 2, 2, 2, 1, 4, 4, 3, 1, 3, 1, 3, 2, 4, 3, 2, 4, 2, 3, 2, 2, 2, 4, 3, 4, 3, 4, 3, 4, 4, 1"
"N252_M5_SD2_r0.2_X3H1S4Z9";"X3H1S4Z9";"252";"5";0.2;"random";"2, 4, 1, 1, 3, 1, 4, 1, 4, 3, 4, 1, 2, 3, 3, 1, 4, 4, 2, 4, 1, 2, 3, 3, 3, 2, 2, 3, 3, 3, 4, 2, 4, 3, 1, 3, 3, 1, 3, 2, 4, 1, 2, 1, 1, 1, 3, 2, 3, 4, 2, 1, 3, 4, 4, 4, 3, 2, 4, 3, 1, 1, 3, 3, 2, 4, 4, 4, 4, 1, 1, 1, 4, 3, 1, 3, 3, 2, 4, 4, 4, 3, 2, 2, 4, 2, 2, 3, 3, 1, 3, 2, 3, 1, 1, 1, 1, 2, 4, 3, 2, 2, 2, 3, 1, 2, 1, 4, 3, 4, 4, 2, 2, 4, 1, 4, 4, 4, 1, 4, 3, 2, 3, 2, 1, 1, 2, 4, 3, 3, 2, 1, 1, 1, 4, 2, 1, 2, 2, 1, 2, 2, 4, 3, 1, 3, 3, 4, 2, 4, 3, 1, 2, 1, 3, 1, 1, 1, 2, 4, 4, 1, 1, 4, 4, 4, 1, 1, 4, 2, 2, 1, 2, 3, 4, 3, 3, 4, 4, 2, 3, 3, 1, 4, 3, 2, 3, 1, 2, 3, 2, 2, 4, 3, 1, 1, 1, 4, 3, 2, 2, 4, 1, 2, 1, 3, 2, 1, 2, 2, 4, 2, 3, 1, 3, 2, 2, 3, 4, 4, 2, 2, 4, 3, 2, 3, 4, 2, 4, 4, 3, 3, 1, 1, 2, 1, 3, 3, 1, 4, 4, 1, 3, 4, 1, 4, 2, 2, 3, 1, 4, 2"
